"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0043235","GO:0043235","receptor complex","76/1954","155/5280",0.00126477892797206,0.020788033406126,0.0172001509216168,"RAMP3/IL12RB2/MUSK/ITGAD/GRIA4/PLXNA4/PTPRB/TLR2/ADRA2A/TLR7/TLR1/GRIK2/IL12RB1/PKD1L3/TLR6/GPR84/SYK/TLR4/ERBB4/GRIN2C/ITGB2/GABRA4/CD36/PLXNC1/ITGAM/CD44/CD14/CD4/ITGBL1/CD200R1/NTRK2/GFRA2/CD74/PTPRN2/CUBN/EPHA3/ZAP70/ITGAX/ITGAL/PKD2L1/LTK/IRS1/IL6ST/CD40/GABBR1/NR3C2/IL2RG/ITGA9/PDGFRB/LY96/RAMP2/ADRB2/TAS1R3/NOTCH3/NOTCH2/NRP2/NT5DC3/PEX5L/GABRA2/FLT1/ABCG2/TSPAN32/INSR/LRP8/ITGB3/SHANK1/LRP1B/EBI3/TF/TFR2/GPR160/ENG/GPRC5C/ITGA8/PORCN/P2RX2",76
"GO:0034706","GO:0034706","sodium channel complex","10/1954","12/5280",0.00138743165368922,0.020788033406126,0.0172001509216168,"SCN1A/SCN1B/SCN9A/SCN2A/GRIK2/SCN7A/SCN11A/SCN4B/SCNN1G/SCNN1B",10
"GO:0098948","GO:0098948","intrinsic component of postsynaptic specialization membrane","15/1954","21/5280",0.00140459685176527,0.020788033406126,0.0172001509216168,"PLPPR4/GRID1/CLSTN2/NRCAM/GSG1L/ERBB4/GABRA4/LRRC4B/PTPRO/LRRTM2/EFNB2/LRRC4/NECTIN3/SLC16A3/CDH2",15
"GO:0099060","GO:0099060","integral component of postsynaptic specialization membrane","15/1954","21/5280",0.00140459685176527,0.020788033406126,0.0172001509216168,"PLPPR4/GRID1/CLSTN2/NRCAM/GSG1L/ERBB4/GABRA4/LRRC4B/PTPRO/LRRTM2/EFNB2/LRRC4/NECTIN3/SLC16A3/CDH2",15
"GO:0097060","GO:0097060","synaptic membrane","71/1954","144/5280",0.00149487042130132,0.0214104021631544,0.0177151027855403,"MUSK/PLPPR4/CADM3/ARC/GRIA4/GLRB/KCNMA1/RAPSN/GRID1/PDE2A/CLSTN2/SCN2A/NRCAM/ADGRB1/CNTN5/GRIK2/ANK2/RIMS3/ANKS1B/GRASP/SYT11/GSG1L/ERBB4/GRIN2C/PCDHB13/IGSF21/GABRA4/LRRC4B/SYNE1/DLGAP1/PTPRO/GPER1/PCDH17/LRRTM2/CADPS2/IQSEC3/KCNA3/ARRB2/EFNB2/LRRC4/APBA1/P2RY1/CACNA1C/SLC8A1/GABBR1/SRPX2/TMEM240/NTNG2/HTR1B/LIN7A/CASK/PRRT2/RGS9/NRP2/STX11/ADORA2A/GABRA2/GRID2IP/SRCIN1/NECTIN3/FAIM2/CHRM4/SLC16A3/SHANK1/SLC6A9/NEURL1/ITGA8/DRD2/CDH2/ANK1/ACP4",71
"GO:0098936","GO:0098936","intrinsic component of postsynaptic membrane","22/1954","35/5280",0.0016332549490311,0.0218442233543573,0.0180740491955208,"PLPPR4/GRID1/CLSTN2/NRCAM/GSG1L/ERBB4/GABRA4/LRRC4B/PTPRO/PCDH17/LRRTM2/KCNA3/EFNB2/LRRC4/SLC8A1/NRP2/ADORA2A/NECTIN3/SLC16A3/SLC6A9/DRD2/CDH2",22
"GO:0099055","GO:0099055","integral component of postsynaptic membrane","22/1954","35/5280",0.0016332549490311,0.0218442233543573,0.0180740491955208,"PLPPR4/GRID1/CLSTN2/NRCAM/GSG1L/ERBB4/GABRA4/LRRC4B/PTPRO/PCDH17/LRRTM2/KCNA3/EFNB2/LRRC4/SLC8A1/NRP2/ADORA2A/NECTIN3/SLC16A3/SLC6A9/DRD2/CDH2",22
"GO:0031093","GO:0031093","platelet alpha granule lumen","20/1954","31/5280",0.00167275584245078,0.0218442233543573,0.0180740491955208,"LEFTY2/VWF/F13A1/CFD/IGF1/A2M/SRGN/GAS6/VEGFC/TOR4A/FERMT3/KNG1/TMSB4X/PROS1/SERPINA1/HGF/TGFB3/PPBP/SCCPDH/TGFB1",20
"GO:0099061","GO:0099061","integral component of postsynaptic density membrane","13/1954","18/5280",0.00254786018717153,0.0314236089751156,0.0260000937228908,"PLPPR4/GRID1/CLSTN2/NRCAM/GSG1L/ERBB4/LRRC4B/PTPRO/LRRTM2/EFNB2/LRRC4/NECTIN3/SLC16A3",13
"GO:0099146","GO:0099146","intrinsic component of postsynaptic density membrane","13/1954","18/5280",0.00254786018717153,0.0314236089751156,0.0260000937228908,"PLPPR4/GRID1/CLSTN2/NRCAM/GSG1L/ERBB4/LRRC4B/PTPRO/LRRTM2/EFNB2/LRRC4/NECTIN3/SLC16A3",13
"GO:0042734","GO:0042734","presynaptic membrane","27/1954","47/5280",0.00334127925703179,0.0400953510843815,0.0331751482419373,"CADM3/PDE2A/SCN2A/CNTN5/GRIK2/RIMS3/SYT11/ERBB4/IGSF21/LRRC4B/GPER1/PCDH17/CADPS2/KCNA3/EFNB2/APBA1/P2RY1/GABBR1/NTNG2/HTR1B/CASK/PRRT2/STX11/ADORA2A/SLC6A9/DRD2/CDH2",27
"GO:0030666","GO:0030666","endocytic vesicle membrane","35/1954","65/5280",0.00396931208223655,0.0434566578183906,0.0359563147904654,"HLA-F/STAB2/GRIA4/WNT3A/TLR2/ATP6V0D2/WNT5B/HBEGF/TLR1/HLA-B/HLA-A/TLR6/FCGR1A/CD163/CD36/HLA-DQA1/HLA-DPA1/CYBB/MARCO/APOE/CD74/FCGR1B/HLA-DRA/CUBN/HLA-DPB1/MSR1/HLA-DRB1/STAB1/RAC2/HLA-DQA2/RAB32/CALR/SCARB1/NOS3/DMBT1",35
"GO:0031091","GO:0031091","platelet alpha granule","24/1954","41/5280",0.00398627817888779,0.0434566578183906,0.0359563147904654,"LEFTY2/VWF/F13A1/CFD/IGF1/A2M/PECAM1/SRGN/CD36/GAS6/VEGFC/TOR4A/FERMT3/KNG1/TMSB4X/SYTL4/PROS1/SERPINA1/HGF/TGFB3/PPBP/SCCPDH/TGFB1/ITGB3",24
"GO:0034358","GO:0034358","plasma lipoprotein particle","10/1954","13/5280",0.00401288957331985,0.0434566578183906,0.0359563147904654,"LPL/PLA2G7/LIPC/APOE/MSR1/APOL1/PLTP/SAA1/APOA5/APOA2",10
"GO:1990777","GO:1990777","lipoprotein particle","10/1954","13/5280",0.00401288957331985,0.0434566578183906,0.0359563147904654,"LPL/PLA2G7/LIPC/APOE/MSR1/APOL1/PLTP/SAA1/APOA5/APOA2",10
"GO:0030139","GO:0030139","endocytic vesicle","55/1954","111/5280",0.00427465519350098,0.0451892120455818,0.0373898411662116,"HLA-F/STAB2/GRIA4/WNT3A/CTLA4/TLR2/ATP6V0D2/WNT5B/TLR7/HBEGF/HBB/TLR1/HLA-B/NCF2/HLA-A/TLR6/SYT11/SYK/FCGR1A/CD163/CD36/HLA-DQA1/LPAR1/HLA-DPA1/CYBB/MARCO/APOE/CD74/WAS/FCGR1B/HLA-DRA/CUBN/HLA-DPB1/MSR1/HLA-DRB1/ARRB2/STAB1/CEMIP/RAC2/CDC42EP2/HLA-DQA2/RAB32/HSP90B1/SAA1/PDIA3/CALR/SCARB1/NOS3/DMBT1/HYOU1/TF/LTF/DRD2/SFTPC/NCF1",55
