"","ensembl_gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","external_gene_name","entrezgene_id","description"
"37599","ENSG00000246596",24.868552113141,1.63228047059075,0.30846788013294,5.26118651238402,1.43128753799314e-07,2.4957372069967e-06,"AC139795.1",NA,"SUMO interacting motifs containing 1 (SIMC1) pseudogene"
"32629","ENSG00000234942",2.05972868010855,1.63126416128414,0.442261832290637,3.5115407433626,0.000445517165649549,0.00260463297881067,"GRID1-AS1",NA,"GRID1 antisense RNA 1"
"50985","ENSG00000270823",36.4281273621492,1.63040055638005,0.280046382970803,5.79384687027715,6.87921865416383e-09,1.7453061860478e-07,"AC007938.2",NA,"novel transcript, antisense to MEST"
"10191","ENSG00000157927",237.368640943754,1.630126059746,0.232696053469084,6.99901296641543,2.57772007577502e-12,1.69315795570451e-10,"RADIL",55698,"Rap associating with DIL domain"
"15303","ENSG00000182463",37.9377571510445,1.62962429517727,0.399806361375497,4.04218168766638,5.29561739086668e-05,0.000423035367093635,"TSHZ2",128553,"teashirt zinc finger homeobox 2"
"16366","ENSG00000186648",15.1116135436079,1.62941234327225,0.37478269810113,4.30983800200769,1.63374179457201e-05,0.000153441068940067,"CARMIL3",90668,"capping protein regulator and myosin 1 linker 3"
"12607","ENSG00000169282",114.950798381302,1.62851060567929,0.291689804701046,5.57198827625767,2.51848373007568e-08,5.4034983448814e-07,"KCNAB1",7881,"potassium voltage-gated channel subfamily A member regulatory beta subunit 1"
"9016","ENSG00000147509",138.476001644926,1.6271962096148,0.295013314993751,5.50281372980924,3.73777273021156e-08,7.60880945205181e-07,"RGS20",8601,"regulator of G protein signaling 20"
"14558","ENSG00000178568",9.79689527401074,1.62698254911869,0.388076828917013,4.11584582616681,3.85762112538006e-05,0.000322801154521344,"ERBB4",2066,"erb-b2 receptor tyrosine kinase 4"
"7940","ENSG00000140030",97.1622560934722,1.62676410162378,0.323758484388875,5.01035745406503,5.43290278666963e-07,7.99033610508152e-06,"GPR65",8477,"G protein-coupled receptor 65"
"4840","ENSG00000118526",2081.11459977662,1.62621418758886,0.287541158841004,5.64935155472467,1.61054191186133e-08,3.66336250135266e-07,"TCF21",6943,"transcription factor 21"
"155","ENSG00000006740",746.979487187943,1.62609475864699,0.148285298990565,10.9635962794887,5.71809720156209e-28,6.8183910592319e-25,"ARHGAP44",9912,"Rho GTPase activating protein 44"
"7193","ENSG00000135905",276.374213635851,1.62414626292856,0.305862794678952,5.30067820507932,1.15373287988571e-07,2.06281317618782e-06,"DOCK10",55619,"dedicator of cytokinesis 10"
"37733","ENSG00000248138",3.14255458798579,1.62316720073702,0.435359791557978,3.55186390463891,0.000382512651163095,0.00228938990810993,"AC097515.1",NA,"novel transcript"
"45923","ENSG00000260254",3.60337846250154,1.62286439417981,0.429160120093547,3.98225799844984,6.82636185709743e-05,0.000524504824425258,"AP000997.3",NA,"novel transcript"
"5883","ENSG00000126860",190.973602171801,1.6227119890785,0.338391937081034,4.7818166050297,1.73718131343655e-06,2.1991764908319e-05,"EVI2A",2123,"ecotropic viral integration site 2A"
"4807","ENSG00000118263",479.450122422477,1.62181668251297,0.241635260521746,6.70674845976355,1.99008869225068e-11,1.03521341821893e-09,"KLF7",8609,"Kruppel like factor 7"
"12039","ENSG00000166979",102.819020624585,1.62118924233164,0.249961295841076,6.47498412445798,9.4821910366208e-11,4.02707354395006e-09,"EVA1C",59271,"eva-1 homolog C"
"7493","ENSG00000137449",605.593656837222,1.62115492198359,0.192954985649876,8.39876359913127,4.51204132446157e-17,8.6886221852349e-15,"CPEB2",132864,"cytoplasmic polyadenylation element binding protein 2"
"29901","ENSG00000230936",9.05453958547101,1.62110531609422,0.437824909440116,3.6525515459665,0.000259647454520346,0.00165294661858199,"AC073347.1",NA,"REX1, RNA exonuclease 1 homolog (S. cerevisiae) (REXO1) pseudogene"
"17039","ENSG00000189430",11.9277979228127,1.6198811230719,0.434124672215033,3.66930374117492,0.000243211970710841,0.00156567706145104,"NCR1",9437,"natural cytotoxicity triggering receptor 1"
"56311","ENSG00000280147",136.407093361318,1.61978142364515,0.309623941262629,5.22310969728571,1.75943087949257e-07,2.99055019500594e-06,"AC084026.3",NA,"TEC"
"10970","ENSG00000163154",192.343276061082,1.61961475005455,0.282457864646568,5.72486960436258,1.03513215547672e-08,2.47816233330076e-07,"TNFAIP8L2",79626,"TNF alpha induced protein 8 like 2"
"6216","ENSG00000129991",82.5250555484325,1.61947741174205,0.402956168447436,4.00057748565774,6.31880919895308e-05,0.000491475267423839,"TNNI3",7137,"troponin I3, cardiac type"
"39868","ENSG00000251450",20.153438936315,1.61868205985683,0.421828611268173,3.79739326878833,0.000146225703807808,0.00101852066842361,"RASGRF2-AS1",NA,"RASGRF2 antisense RNA 1"
"56329","ENSG00000280168",4.23235891869973,1.61796960702616,0.433679231052671,3.59453349679147,0.000324973335094333,0.00199428905540966,"AC005274.1",NA,"TEC"
"3854","ENSG00000111058",361.283749936354,1.61779604259777,0.302387034695587,5.34226500643014,9.17923272400326e-08,1.67892364187061e-06,"ACSS3",79611,"acyl-CoA synthetase short chain family member 3"
"6980","ENSG00000134769",114.363645812896,1.61635857864198,0.31101841145401,5.18398808620297,2.17190813105502e-07,3.61825189613642e-06,"DTNA",1837,"dystrobrevin alpha"
"13192","ENSG00000171804",8.75445388621181,1.61542507769753,0.428071101922438,3.68979479653223,0.000224435015320222,0.00146703748260022,"WDR87",83889,"WD repeat domain 87"
"31125","ENSG00000232759",28.8950021231993,1.61526281002437,0.329627519706089,4.8667502929875,1.13448220931061e-06,1.52459262831629e-05,"AC002480.1",NA,"novel transcript, antisense to STEAP1B"
"37246","ENSG00000244242",613.984329070663,1.61432473029209,0.363305822631646,4.42958163428163,9.44160691401156e-06,9.50075102742942e-05,"IFITM10",402778,"interferon induced transmembrane protein 10"
"7946","ENSG00000140092",3471.81211236206,1.61416267908534,0.21143013155504,7.63221839787994,2.30748093380059e-14,2.37670536181461e-12,"FBLN5",10516,"fibulin 5"
"20275","ENSG00000205436",348.131179657914,1.61402840792752,0.271848650556707,5.93279559624743,2.97819534025703e-09,8.24845561830795e-08,"EXOC3L4",91828,"exocyst complex component 3 like 4"
"9810","ENSG00000154529",22.2361218197007,1.61402060956082,0.391631595626769,4.09948672038891,4.14067426838107e-05,0.000343534484180646,"CNTNAP3B",728577,"contactin associated protein like 3B"
"52469","ENSG00000273372",5.6736183234357,1.61346429150903,0.430207980139191,3.62574945581867,0.000288124605296685,0.00180605077598325,"SFTPD-AS1",NA,"SFTPD antisense RNA 1"
"53853","ENSG00000276085",42.608216235275,1.61312063980753,0.42973130768571,3.74751994226889,0.000178591641808199,0.00120340723124964,"CCL3L1",6349,"C-C motif chemokine ligand 3 like 1"
"53854","ENSG00000276085",42.608216235275,1.61312063980753,0.42973130768571,3.74751994226889,0.000178591641808199,0.00120340723124964,"CCL3L1",414062,"C-C motif chemokine ligand 3 like 1"
"15348","ENSG00000182632",15.0380053722416,1.61168309890329,0.382515404285446,4.16926532982334,3.05583075161114e-05,0.000263752563452673,"CCNYL2",NA,"cyclin Y like 2 (pseudogene)"
"43282","ENSG00000256001",4.494774549714,1.61105786608631,0.440421068986075,3.54916646417017,0.000386452694634245,0.0023098501815588,"AC079949.1",NA,"novel transcript"
"7528","ENSG00000137672",679.041264514326,1.61045177456449,0.278595988004592,5.77436771194423,7.72425873509273e-09,1.93281027896755e-07,"TRPC6",7225,"transient receptor potential cation channel subfamily C member 6"
"45879","ENSG00000260188",2.59286558484356,1.61027705216532,0.437918492902666,3.47128645107951,0.000517971134424568,0.00296394593587391,"AC002464.1",NA,"novel transcript, antisense to SLC22A16"
"13013","ENSG00000171056",746.417390585319,1.60857914900854,0.272762800368127,5.89134741170688,3.83059270779151e-09,1.03000750840989e-07,"SOX7",83595,"SRY-box transcription factor 7"
"7678","ENSG00000138378",718.490547758183,1.60533289155084,0.357746390213194,4.47431430029553,7.66569143519447e-06,7.94581850770091e-05,"STAT4",6775,"signal transducer and activator of transcription 4"
"8207","ENSG00000141934",281.772833754376,1.60500623600194,0.385478068647237,4.14644504840739,3.37677174601687e-05,0.000287531047629115,"PLPP2",8612,"phospholipid phosphatase 2"
"47118","ENSG00000262003",6.92676576541699,1.60402697138787,0.408287655970039,3.83523480151864,0.000125444396403951,0.000889762667973388,"AC087392.1",NA,"novel transcript, antisense to NXN"
"12430","ENSG00000168546",653.138783013898,1.60380836633457,0.23464740773044,6.8307335838551,8.44814986399499e-12,4.74489112741733e-10,"GFRA2",2675,"GDNF family receptor alpha 2"
"36835","ENSG00000243284",33.5660300186106,1.60377569094108,0.341191038400782,4.67821509656033,2.89382896462196e-06,3.42825293810373e-05,"VSIG8",391123,"V-set and immunoglobulin domain containing 8"
"9094","ENSG00000148219",105.027159128547,1.6026462461471,0.327872956296653,4.87298880973701,1.09922451543638e-06,1.48364203970718e-05,"ASTN2",23245,"astrotactin 2"
"33054","ENSG00000235568",424.096459255256,1.60237959479558,0.327892978504021,4.87698472107483,1.07719775621191e-06,1.45708385845715e-05,"NFAM1",150372,"NFAT activating protein with ITAM motif 1"
"17579","ENSG00000197705",21.0812434250345,1.60086721705677,0.369676824140408,4.29666020163882,1.73390671865193e-05,0.000161770418291802,"KLHL14",57565,"kelch like family member 14"
"17444","ENSG00000197273",20.5946520302111,1.59951629239373,0.425073272070201,3.72498473228245,0.000195327043490823,0.00130202630172994,"GUCA2A",2980,"guanylate cyclase activator 2A"
"14559","ENSG00000178573",4398.26230997358,1.59931846404506,0.293545786028312,5.44187144770468,5.2723718834366e-08,1.02869317496655e-06,"MAF",4094,"MAF bZIP transcription factor"
"12634","ENSG00000169413",323.915574261892,1.59926082826832,0.31115862960733,5.13062642459301,2.88779527355706e-07,4.67521236898641e-06,"RNASE6",6039,"ribonuclease A family member k6"
"46557","ENSG00000261127",10.2921000901384,1.59855378870006,0.381050578001639,4.13449104743793,3.55742119963033e-05,0.000300274242995206,"AC133548.2",NA,"protein phosphatase 2, regulatory subunit B'', beta (PPP2R3B) pseudogene"
"3668","ENSG00000109321",5463.92447683522,1.59775654242255,0.221462706731531,7.21193071372038,5.516404338827e-13,4.19179126756504e-11,"AREG",374,"amphiregulin"
"4429","ENSG00000115361",410.902107847921,1.59737032494483,0.363906952022322,4.37587730602377,1.20945035025335e-05,0.000118029264213307,"ACADL",33,"acyl-CoA dehydrogenase long chain"
"37353","ENSG00000244482",184.501260867775,1.59721939377313,0.356135293650177,4.47313536475641,7.70809469806429e-06,7.98443233959529e-05,"LILRA6",79168,"leukocyte immunoglobulin like receptor A6"
"2423","ENSG00000100985",671.54137831014,1.59702723749593,0.437861908090751,3.6417099732894,0.000270833094930701,0.00171290053899154,"MMP9",4318,"matrix metallopeptidase 9"
"51674","ENSG00000271959",23.3510666153296,1.59605375040871,0.388324260942228,4.08257945717321,4.45385767231323e-05,0.000364719887519089,"AC100803.4",NA,"novel transcript, antisense to MROH5"
"5333","ENSG00000122862",1543.93079246462,1.59569786541903,0.295418169529636,5.39483302540124,6.85873043948951e-08,1.29866585305801e-06,"SRGN",5552,"serglycin"
"6094","ENSG00000128815",360.664436593896,1.59545671050738,0.325007893026563,4.89906060185248,9.62959425421934e-07,1.31866744992739e-05,"WDFY4",57705,"WDFY family member 4"
"8829","ENSG00000146070",1538.94562336913,1.59483672432457,0.248920714892686,6.4030384482736,1.52314815903933e-10,6.10894726710172e-09,"PLA2G7",7941,"phospholipase A2 group VII"
"11255","ENSG00000164047",3.00047769280374,1.59474488106696,0.441403574164983,3.4602831520425,0.000539607651027648,0.00306971899698048,"CAMP",820,"cathelicidin antimicrobial peptide"
"47115","ENSG00000261997",24.9926404467407,1.59432470793054,0.307317898966088,5.15872445244822,2.48637914710895e-07,4.08940120412831e-06,"AC007336.1",NA,"novel transcript"
"6816","ENSG00000133800",12222.9491804166,1.59367823182313,0.303238754070576,5.24849558764447,1.53346312840903e-07,2.65745988653243e-06,"LYVE1",10894,"lymphatic vessel endothelial hyaluronan receptor 1"
"34599","ENSG00000237838",3.88702309383526,1.59363680539526,0.419726271584909,3.6418503665669,0.000270685402765505,0.00171231576044459,"AC092422.1",NA,"novel transcript"
"51883","ENSG00000272347",11.5894023430929,1.59353342738322,0.335074459155734,4.69239595202084,2.70023874105784e-06,3.21611608486424e-05,"AC116351.2",NA,"novel transcript"
"15038","ENSG00000181036",7.93757371572489,1.59296405319517,0.391494955124486,3.986719524978,6.69931422366041e-05,0.000516525516812409,"FCRL6",343413,"Fc receptor like 6"
"8478","ENSG00000143674",43.0720809463677,1.59267373449532,0.274220698885747,5.7905935761384,7.01381083796804e-09,1.77509532579203e-07,"MAP3K21",84451,"mitogen-activated protein kinase kinase kinase 21"
"37485","ENSG00000245105",35.8926546926972,1.59236961392312,0.243527198512329,6.51061801357819,7.4842242729485e-11,3.28659214071137e-09,"A2M-AS1",NA,"A2M antisense RNA 1"
"51230","ENSG00000271204",6.61582799444206,1.59101243390571,0.414765460498246,3.75175530571142,0.000175600809612035,0.00118686546771352,"AC016831.5",NA,"novel transcript"
"12839","ENSG00000170323",23.3318161826516,1.58949304548138,0.377373868438776,4.1677475319855,3.07624377799868e-05,0.000265071667174244,"FABP4",2167,"fatty acid binding protein 4"
"5950","ENSG00000127533",38.8626178983754,1.58837016710123,0.344543137700804,4.58623531097498,4.51309926508087e-06,5.02765420464615e-05,"F2RL3",9002,"F2R like thrombin or trypsin receptor 3"
"12564","ENSG00000169129",1392.39697976096,1.58573208533969,0.230297351378988,6.88227796061599,5.89029342750115e-12,3.44640735572336e-10,"AFAP1L2",84632,"actin filament associated protein 1 like 2"
"39906","ENSG00000251504",25.8564570834312,1.58372858296302,0.241192725365386,6.52808889359011,6.66141601253918e-11,2.97584842416069e-09,"LINC01099",NA,"long intergenic non-protein coding RNA 1099"
"8343","ENSG00000143119",1515.0574935473,1.58355753929383,0.271972523671564,5.81755918200797,5.97131236304976e-09,1.53566865015613e-07,"CD53",963,"CD53 molecule"
"55317","ENSG00000278909",1.52311295787091,1.58354834301818,0.433609879884125,3.68054042262727,0.000232740158289972,0.00150923303230789,"AC007608.4",NA,"novel transcript"
"9826","ENSG00000154655",22.9697210262193,1.58339931559039,0.430326978721449,3.6742568761126,0.000238542657180951,0.00154077836362192,"L3MBTL4",91133,"L3MBTL histone methyl-lysine binding protein 4"
"8171","ENSG00000141574",438.075711609957,1.58303551205922,0.223134488924307,7.09130273685863,1.32855353335966e-12,9.29777543899536e-11,"SECTM1",6398,"secreted and transmembrane 1"
"4293","ENSG00000114378",95.5145125045316,1.58294496058199,0.278173064463187,5.68088132615281,1.34002434676029e-08,3.0974103133759e-07,"HYAL1",3373,"hyaluronidase 1"
"9830","ENSG00000154721",2079.10774317838,1.58208529698372,0.217018991887073,7.28739676796207,3.16001262116734e-13,2.54467198166366e-11,"JAM2",58494,"junctional adhesion molecule 2"
"16610","ENSG00000187773",6.30973109351802,1.58178233096303,0.442659519308805,3.52686720265146,0.000420507615707896,0.00248418399576827,"DIPK1C",125704,"divergent protein kinase domain 1C"
"599","ENSG00000043462",681.129545807148,1.58138912681978,0.269730477287556,5.85751987943469,4.69830593006368e-09,1.23861886691976e-07,"LCP2",3937,"lymphocyte cytosolic protein 2"
"34829","ENSG00000238164",36.434212984561,1.58086938899618,0.38533556785992,4.07721549608657,4.55782470647187e-05,0.000372128357758049,"TNFRSF14-AS1",NA,"TNFRSF14 antisense RNA 1"
"5072","ENSG00000120498",2.79889820747906,1.57941746726032,0.437230505078274,3.40800825850748,0.000654389141449762,0.00363064183113224,"TEX11",56159,"testis expressed 11"
"9864","ENSG00000155011",387.790428125795,1.57869874280126,0.439924055252773,3.58721287894282,0.000334231446632237,0.0020414061347398,"DKK2",27123,"dickkopf WNT signaling pathway inhibitor 2"
"456","ENSG00000026103",254.868725177412,1.57839602098904,0.221185785131098,7.13140456497666,9.93498283813858e-13,7.16312262629792e-11,"FAS",355,"Fas cell surface death receptor"
"6713","ENSG00000132965",333.927338478617,1.57778310968052,0.251025710635493,6.2799671450017,3.38644585368998e-10,1.21395031823082e-08,"ALOX5AP",241,"arachidonate 5-lipoxygenase activating protein"
"31980","ENSG00000233985",2.42777643957293,1.57757340441955,0.437802568420596,3.3816650700323,0.000720479308521113,0.00393812059275037,"LINC01681",NA,"long intergenic non-protein coding RNA 1681"
"56050","ENSG00000279805",3.41716095230529,1.57667511257842,0.424107155443701,3.53477772766857,0.000408118301582905,0.00241929095678295,"Z95114.3",NA,"TEC"
"16856","ENSG00000188732",124.926581000177,1.57660523565389,0.242883690492823,6.48116913653801,9.10145721153127e-11,3.89203417833247e-09,"FAM221A",340277,"family with sequence similarity 221 member A"
"29151","ENSG00000229871",19.1568243677605,1.57649173078018,0.34590002157696,4.5307219954662,5.8782449538337e-06,6.33008781881577e-05,"RPSAP20",NA,"ribosomal protein SA pseudogene 20"
"30450","ENSG00000231758",8.34480492857608,1.57504199153129,0.378832390360076,4.08602064254397,4.38834756783535e-05,0.000360116303985175,"AC092652.1",NA,"novel transcript, antisense to ARHGAP15"
"6467","ENSG00000131409",172.612975786505,1.57503862526307,0.313559845430088,5.01319327711193,5.35340744428827e-07,7.8921393721003e-06,"LRRC4B",94030,"leucine rich repeat containing 4B"
"10499","ENSG00000160255",3010.54901095303,1.57484034607651,0.284196312699203,5.53575294300572,3.09894139532202e-08,6.46979663832785e-07,"ITGB2",3689,"integrin subunit beta 2"
"7436","ENSG00000137101",84.5814398012438,1.57371275203772,0.243571569405403,6.44903062360377,1.12567818157381e-10,4.66569527584664e-09,"CD72",971,"CD72 molecule"
"5603","ENSG00000124788",1204.77726173612,1.57269163331649,0.142293201386886,11.0509155444665,2.16990530582543e-28,2.80306559152108e-25,"ATXN1",6310,"ataxin 1"
"7786","ENSG00000138964",299.193706464037,1.57264463209024,0.314644925944882,4.98969167306346,6.04757414850582e-07,8.7859860040359e-06,"PARVG",64098,"parvin gamma"
"5451","ENSG00000123977",90.7187510934182,1.57179715520396,0.427590429753909,3.65506512556895,0.000257116700287788,0.0016409249643924,"DAW1",164781,"dynein assembly factor with WD repeats 1"
"17204","ENSG00000196502",767.016459663318,1.5705603014879,0.311561822659947,5.03327652110324,4.82166836496161e-07,7.21806780873514e-06,"SULT1A1",6817,"sulfotransferase family 1A member 1"
"458","ENSG00000026508",2399.60017379995,1.5698090727171,0.232374816787928,6.7524733536566,1.45345763335071e-11,7.89168949330509e-10,"CD44",960,"CD44 molecule (Indian blood group)"
"1498","ENSG00000080561",55.3552145963832,1.56936248457402,0.278051451946775,5.62693702123863,1.83437662116703e-08,4.09145168244903e-07,"MID2",11043,"midline 2"
"16517","ENSG00000187372",40.8071239984752,1.5690524031663,0.257245604953215,6.0795908160798,1.20489624552244e-09,3.69489597427617e-08,"PCDHB13",56123,"protocadherin beta 13"
"816","ENSG00000060558",314.992626987727,1.56675496131788,0.31110090949259,5.02819811197456,4.95110215733354e-07,7.38260546191398e-06,"GNA15",2769,"G protein subunit alpha 15"
"40014","ENSG00000251661",31.2213686444719,1.56632648172906,0.328443084209397,4.74116924314,2.12488333860108e-06,2.63208005632294e-05,"AC136475.1",NA,"novel transcript, antisense to IFITM3"
"5231","ENSG00000121933",345.877466303392,1.56437513376804,0.340868093619757,4.57854384500851,4.68224028008235e-06,5.18626278683076e-05,"TMIGD3",57413,"transmembrane and immunoglobulin domain containing 3"
"4256","ENSG00000114013",537.673757628465,1.56341141196407,0.329341595149861,4.73742612757528,2.16449718691564e-06,2.67460766384797e-05,"CD86",942,"CD86 molecule"
"27615","ENSG00000227544",28.6919938934978,1.56340929279283,0.254045924410919,6.12293973537375,9.18644474329934e-10,2.91810805713637e-08,"AC018647.1",NA,"novel transcript"
"32372","ENSG00000234571",32.1777321079262,1.56334326638413,0.360648895455123,4.3189768568307,1.56754217219471e-05,0.000148347100013897,"AC239798.2",NA,"histone cluster 2, H2bb (pseudogene)"
"12091","ENSG00000167207",58.8960494937299,1.56230260304681,0.293923541759046,5.30264814839173,1.14134774159813e-07,2.0442058944406e-06,"NOD2",64127,"nucleotide binding oligomerization domain containing 2"
"140","ENSG00000006534",1291.74921338567,1.56208221491332,0.158068045232314,9.88103228704311,5.03119190376838e-23,2.83603713804602e-20,"ALDH3B1",221,"aldehyde dehydrogenase 3 family member B1"
"4232","ENSG00000113722",4.78514876019743,1.56162721484247,0.417513968215406,3.61352200363628,0.000302065708040576,0.00187862450278475,"CDX1",1044,"caudal type homeobox 1"
"7977","ENSG00000140368",217.567347092123,1.56135885198733,0.293130264426241,5.319398807802,1.04110699248824e-07,1.88536449112809e-06,"PSTPIP1",9051,"proline-serine-threonine phosphatase interacting protein 1"
"4522","ENSG00000115956",1702.40482334802,1.56079290195078,0.281080642658189,5.5473973669522,2.8995325798347e-08,6.09039353473004e-07,"PLEK",5341,"pleckstrin"
"308","ENSG00000011600",1481.80147998168,1.56021836990953,0.328252838986072,4.74403343850812,2.09504242848802e-06,2.59914367388611e-05,"TYROBP",7305,"TYRO protein tyrosine kinase binding protein"
"9558","ENSG00000152377",39.6380465399514,1.55954387036265,0.374665641650602,4.14136641072904,3.45242929294563e-05,0.000292927381962762,"SPOCK1",6695,"SPARC (osteonectin), cwcv and kazal like domains proteoglycan 1"
"3034","ENSG00000105048",430.853824562252,1.55817531875124,0.28621613385714,5.43789895143698,5.39125340489975e-08,1.04924688833714e-06,"TNNT1",7138,"troponin T1, slow skeletal type"
"19766","ENSG00000203883",237.518399265565,1.55797822891128,0.235409577181939,6.61316146029587,3.761977389282e-11,1.81106498447065e-09,"SOX18",54345,"SRY-box transcription factor 18"
"5827","ENSG00000126264",46.2307440559378,1.55676037325263,0.359018918676746,4.3211602214611,1.55210916369535e-05,0.000147156086856412,"HCST",10870,"hematopoietic cell signal transducer"
"55857","ENSG00000279581",15.6499831228055,1.55675618634637,0.395058919642044,3.89970390479498,9.63103978494231e-05,0.000707897407426663,"AC073862.2",NA,"novel transcript"
"55953","ENSG00000279694",1.88164699141845,1.55665876841451,0.436960943732453,3.61082023054449,0.000305230178591847,0.00189336759241357,"AC011270.2",NA,"TEC"
"56692","ENSG00000281327",5.07161579990521,1.55577570403542,0.422911492481037,3.56532727746725,0.000363402424893144,0.00219111523289119,"LINC01338",NA,"long intergenic non-protein coding RNA 1338"
"2889","ENSG00000104177",87.5762942104588,1.55405736908234,0.390851008536978,3.95496996704013,7.65442665947025e-05,0.000580504377993044,"MYEF2",50804,"myelin expression factor 2"
"12802","ENSG00000170162",10.9698204852925,1.55355045198457,0.440356636910391,3.48396503027105,0.000494044034029151,0.00284488246415412,"VGLL2",245806,"vestigial like family member 2"
"51691","ENSG00000271984",15.5720204367276,1.55333160526089,0.375766988740485,4.08554690678704,4.39731154622249e-05,0.000360756416691018,"AL008726.1",NA,"novel transcript, antisense to CTSA"
"5175","ENSG00000121380",5.2196485487514,1.55327279039281,0.389104354482404,3.89084212734338,9.98969155325642e-05,0.000730276838541874,"BCL2L14",79370,"BCL2 like 14"
"390","ENSG00000019169",370.714234099569,1.55270748367188,0.385780481389006,4.00926347835302,6.09084261671059e-05,0.000477457379635597,"MARCO",8685,"macrophage receptor with collagenous structure"
"15889","ENSG00000184845",30.5186309879279,1.55210931416924,0.440905004473509,3.51125237240418,0.00044600076596625,0.00260696865521336,"DRD1",1812,"dopamine receptor D1"
"6363","ENSG00000130775",573.004671509421,1.55070884513711,0.233704050523223,6.63199648224632,3.31176475705655e-11,1.61184682516522e-09,"THEMIS2",9473,"thymocyte selection associated family member 2"
"7589","ENSG00000137878",16.7264924273062,1.55031181298723,0.300578646624618,5.11667903025757,3.10962121646803e-07,4.9667669627483e-06,"GCOM1",145781,"GRINL1A complex locus 1"
"13485","ENSG00000173068",1021.13228669999,1.55006223731754,0.215051883760257,7.20537324055578,5.78850711370484e-13,4.3770996596632e-11,"BNC2",54796,"basonuclin 2"
"7442","ENSG00000137142",19.6664620491288,1.54852539491184,0.385725053953518,3.99939300281307,6.35051501937261e-05,0.000493446158259672,"IGFBPL1",347252,"insulin like growth factor binding protein like 1"
"3911","ENSG00000111452",2660.03882920754,1.54843709295811,0.262537866772881,5.89375164782953,3.77524446793554e-09,1.01688882918684e-07,"ADGRD1",283383,"adhesion G protein-coupled receptor D1"
"46460","ENSG00000260996",4.7068334926174,1.54742073441113,0.436488977260124,3.46022550275755,0.000539723196224255,0.00306971899698048,"BX255925.1",NA,"novel transcript, overlapping NRARP"
"56867","ENSG00000282608",27.5934685044033,1.54678630531637,0.396842317633174,3.86456453592966,0.000111287563953297,0.000802383336103274,"ADORA3",140,"adenosine A3 receptor"
"16534","ENSG00000187513",983.239444037805,1.5467071420519,0.217666501257954,7.10296545619392,1.22107934342425e-12,8.58438160639048e-11,"GJA4",2701,"gap junction protein alpha 4"
"41703","ENSG00000253931",29.058873337386,1.54669313850599,0.360993013444649,4.25898173372013,2.05360249019982e-05,0.000186873607289889,"AC105118.1",NA,"novel transcript"
"2087","ENSG00000099260",440.184169921923,1.54666002037717,0.276513879653725,5.58722088674384,2.3073217322795e-08,5.01288687216967e-07,"PALMD",54873,"palmdelphin"
"12874","ENSG00000170458",8193.89066777244,1.54633516773334,0.298499622858195,5.17404107797554,2.29084425259989e-07,3.80412663970833e-06,"CD14",929,"CD14 molecule"
"29781","ENSG00000230749",3.5594246252007,1.54534318374561,0.431721123664996,3.44530758027998,0.000570409920942002,0.00322472990134298,"MEIS1-AS2",NA,"MEIS1 antisense RNA 2"
"13925","ENSG00000175356",951.237377846495,1.54466479869706,0.262163747227086,5.88763096385432,3.91770698238093e-09,1.05069783369166e-07,"SCUBE2",57758,"signal peptide, CUB domain and EGF like domain containing 2"
"12743","ENSG00000169896",1090.18060899025,1.54451841724905,0.290607009297813,5.30888508756625,1.10297842291583e-07,1.97806538840971e-06,"ITGAM",3684,"integrin subunit alpha M"
"3241","ENSG00000105989",9627.44843091457,1.54427833080997,0.259525997093227,5.94642888542276,2.74055515834118e-09,7.68222708626145e-08,"WNT2",7472,"Wnt family member 2"
"2175","ENSG00000100055",1603.07512328665,1.54394301906076,0.320878051510717,4.80342947497386,1.55970841439546e-06,2.00479436034422e-05,"CYTH4",27128,"cytohesin 4"
"1294","ENSG00000075223",192.524605050233,1.54318227459859,0.347717729105543,4.42437571860831,9.67215644271473e-06,9.70753856243072e-05,"SEMA3C",10512,"semaphorin 3C"
"14802","ENSG00000179862",85.9377473839746,1.54204854256871,0.347646665277589,4.4250601722598,9.64154050322764e-06,9.67994430769321e-05,"CITED4",163732,"Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 4"
"52939","ENSG00000274297",2.97417450850303,1.54188854212262,0.437033608150287,3.33904581840839,0.000840666970931144,0.00447975216565456,"AC009269.5",NA,"novel transcript, sense intronic to UACA"
"5384","ENSG00000123338",1903.48756923183,1.54172574949076,0.322547913798378,4.77150356311709,1.82855745445788e-06,2.30356630477683e-05,"NCKAP1L",3071,"NCK associated protein 1 like"
"29387","ENSG00000230196",30.7116910941239,1.5411483995814,0.344472591929807,4.44639811201688,8.73220541727864e-06,8.87330595056997e-05,"DDX43P3",NA,"DEAD-box helicase 43 pseudogene 3"
"36567","ENSG00000242600",81.9654491559758,1.53987517884903,0.326308444255488,4.7031698379349,2.56153167440476e-06,3.07930075616792e-05,"MBL1P",NA,"mannose binding lectin 1, pseudogene"
"12409","ENSG00000168477",1871.47296296399,1.53938796509771,0.284926745241315,5.39726311190415,6.76651239841077e-08,1.28621817221293e-06,"TNXB",7148,"tenascin XB"
"12540","ENSG00000169031",13.3684280769996,1.53820105792563,0.307373190889818,4.9506955610085,7.39487062405426e-07,1.04782072192666e-05,"COL4A3",1285,"collagen type IV alpha 3 chain"
