"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0045619","GO:0045619","regulation of lymphocyte differentiation","41/1842","69/4998",0.000104688662276065,0.00136023556395682,0.00104349009081947,"CR1/ZBTB16/CD28/IL18/CTLA4/LILRB4/TNFSF9/VNN1/PIK3R6/LILRB2/DTX1/IL12RB1/SYK/NFAM1/CD86/NCKAP1L/PTPRC/HLA-DOA/GAS6/CD74/LGALS9/NLRP3/NFATC2/NRARP/SASH3/ZAP70/RASGRP1/MYB/JAK3/IL15/TOX/ITPKB/HLX/PRKCZ/FOXJ1/BCL6/RIPK2/TGFB1/IL27/INHBA/INHA",41
"GO:0042391","GO:0042391","regulation of membrane potential","68/1842","128/4998",0.000105837250289949,0.00136580451564649,0.00104776225224386,"SCN1A/CELF4/GRIA4/GLRB/KCNMA1/SCN1B/NALCN/MAPT/CACNB4/P2RX5/SCN9A/SCN2A/CACNA1H/NRCAM/KCNJ5/FGF14/KCNQ3/FGF13/GRIK2/SCN7A/ANK2/EDN1/RIMS3/KCNJ2/SCN11A/RYR2/GRIN2C/LRRK2/GABRA4/NTRK2/KCNQ1/SLC25A27/KCNH2/MYOC/GPER1/FHL1/SCN4B/GJC1/MEF2C/ARRB2/ABCB5/NOS1AP/CACNA1C/BVES/SLC8A1/GABBR1/DCN/ADRB2/BCO2/KCNJ10/ATP1B2/ADORA2A/PRKCZ/GABRA2/CACNA1I/HSH2D/GBA/GLRX/HCN2/SHANK1/KCNN2/MTNR1B/KCNH4/PIEZO2/TRPC5/DRD2/P2RX2/RELN",68
"GO:0070372","GO:0070372","regulation of ERK1 and ERK2 cascade","68/1842","128/4998",0.000105837250289949,0.00136580451564649,0.00104776225224386,"FGF10/CCL13/RAMP3/MUSK/SLAMF1/CCL8/TNFAIP8L3/C5AR2/CCL2/CCL18/C5AR1/CCL3L1/CCL3L3/CCL4/HTR2B/SCIMP/ICAM1/SYK/TLR4/ERBB4/CD36/CD44/NOD2/CD4/PTPRC/NTRK2/BMPER/PLA2G5/GAS6/MARCO/CD74/LGALS9/GPER1/PLA2G2A/CCL3/CHI3L1/HAVCR2/CCL4L1/SPRED1/FPR2/SPRY1/EPHA3/ARRB2/GPR183/TREM2/RASGRP1/P2RY1/LTK/ALKAL2/PDGFRB/TNFRSF11A/PDGFC/NOTCH2/GPNMB/MIR23A/PRKCZ/FLT1/RIPK2/TGFB1/INSR/CX3CL1/CRYBA1/CCL5/PSCA/FAM83D/DRD2/CCR7/SLC30A10",68
"GO:0051272","GO:0051272","positive regulation of cellular component movement","98/1842","197/4998",0.0001105424541627,0.0014216883765874,0.00109063295543216,"FGF10/FAM107A/FGF7/PDPN/CCL8/TNFRSF14/CXCL16/C5AR1/CMKLR1/WNT5B/ADRA2A/C3AR1/HBEGF/CCL4/EDN1/IGF1/ICAM1/FGFBP1/RARRES2/KITLG/CDKN2B-AS1/HYAL1/MMP9/PLA2G7/TNFSF18/ATP8A1/CSF1/NCKAP1L/PTPRC/LPAR1/CASS4/SEMA3C/GAS6/AIF1/MYOC/CD74/VEGFC/LGALS9/SEMA6B/GPER1/SEMA3A/CCL3/FERMT3/CAMK1D/LEF1/FPR2/SEMA3E/ENPP2/TMSB4X/TNFSF14/RIPOR1/P2RY12/PIK3CD/HGF/NOS1AP/SEMA3G/CEMIP/VTN/CD40/SLC8A1/PTAFR/GPSM3/SRPX2/RAC2/IGFBP5/PDGFRB/DOCK4/PIK3R3/FOXF1/SMOC2/PDGFC/FGR/RHOJ/ADGRA2/F3/SEMA6D/NRP2/GPNMB/MIR23A/BCL6/FLT1/CALR/SCARB1/CXCL12/TGFB1/NOS3/INSR/TDGF1/HSPA5/ITGB3/CCL5/TERT/TACR3/RIPOR2/CGA/CCR7/LBP/RELN",98
"GO:0006936","GO:0006936","muscle contraction","63/1842","117/4998",0.000112697917032371,0.00144451316628655,0.00110814274749113,"SCN1A/SPX/MYH11/MYH13/KCNMA1/SCN1B/CACNA1H/ADRA2A/KCNJ5/PIK3CG/HTR2B/SCN7A/ANK2/EDN1/SNTB1/KCNJ2/GDNF/TNNI3/RYR2/TNNT1/COMP/DTNA/KCNQ1/KCNH2/PRKG1/GPER1/SCN4B/PDE4B/GJC1/CLIC2/GUCY1A1/TBXA2R/PDE5A/NOS1AP/IGSF22/CACNA1C/RCSD1/SLC8A1/PTAFR/ADRA2B/MYOCD/ADRA1B/TNNC2/DOCK4/EDNRA/NKX2-5/ADRB2/STC1/SYNM/HTR7/GATA4/TMOD2/CALM1/SLC6A8/BDKRB2/TNNI1/MYL4/HTR1D/KCNN2/TACR3/DRD2/TMOD1/P2RX2",63
"GO:0051050","GO:0051050","positive regulation of transport","166/1842","360/4998",0.000117111238368313,0.00149602706521677,0.00114766108129855,"RAMP3/LRRC38/ARC/TLR8/FCGR2B/SLC30A8/SCN1B/WNT3A/C5/ABCC8/DOC2B/TNFRSF14/P2RX5/CCL2/TLR2/CACNA1H/KCNMB1/ADRA2A/FCER1G/FGF14/C2/CD300LF/LPL/CCL4/HTR2B/TLR1/ANK2/SCAMP5/IL1RL1/RGCC/EDN1/ABLIM3/IGF1/IL33/IL10/KCNJ2/CTSS/LRRC55/SYK/GDNF/RGN/TLR4/RYR2/TRPC6/LRRK2/SPP1/ATP8A1/ITGB2/CD36/F2RL3/ITGAM/CD14/NOD2/CD4/NCKAP1L/PTPRC/RPH3AL/DOCK2/KCNQ1/GAS6/KCNH2/APOE/VEGFC/LGALS9/CD34/GPER1/FHL1/MBP/CCL3/SCN4B/PTGER4/CASP1/NLRP1/HAVCR2/CAMK1D/CADPS2/BMP6/NLRP3/OSM/OR51E2/ERFE/ARRB2/TMSB4X/AIM2/SYTL4/BICD1/GPR27/ALOX15B/RIPOR1/P2RY12/RASGRP1/CADM1/TMEM173/SYTL2/NOS1AP/P2RY1/MYB/PPP1R13B/TGFB3/CEMIP/CHP2/IRS1/GCK/VTN/APLNR/PTAFR/GPR68/RAC2/C1QTNF2/PDGFRB/CRYZL2P-SEC16B/SEC16B/MAPK11/APLN/CASK/NKX2-5/GJC2/ADRB2/STC1/TNFRSF11A/FGR/PLTP/RGS9/CYP19A1/ATP1B2/ADORA2A/PRKCZ/CALM1/EDEM2/MMP24-AS1-EDEM2/PAEP/SAA1/RIPK2/CACNA1I/LPAR3/CALR/ACHE/CXCL12/KISS1/TGFB1/NPPB/INSR/GLRX/PRSS8/CX3CL1/CD63/SDC1/APOA5/ABCB1/CCL5/TERT/TSPAN1/TF/TFR2/ANO1/LEP/SLC38A3/WNK4/INHBA/DRD2/CDH2/INHA/NLRP10/ANG/P2RX2/RELN",166
"GO:0032612","GO:0032612","interleukin-1 production","23/1842","33/4998",0.000124007965735021,0.00157881282549889,0.00121116928738019,"TLR8/TLR6/IL10/TLR4/CD36/NOD2/GAS6/LGALS9/CCL3/CASP1/NLRP1/HAVCR2/IFI16/NLRP3/ARRB2/AIM2/IL1R2/SAA1/RIPK2/CX3CL1/CCR7/CARD17/NLRP10",23
"GO:0002757","GO:0002757","immune response-activating signal transduction","84/1842","165/4998",0.00012491191373188,0.00158500267792225,0.00121591776612796,"CR1/CD28/TLR8/FCGR2B/CTLA4/C5AR2/CD22/TLR2/LILRB4/C5AR1/CMKLR1/FCGR2A/FCER1G/TLR7/KLHL6/FPR3/CD300LF/C3AR1/TLR1/FPR1/TLR6/CTSS/MICB/SYK/FCGR1A/TLR4/CLEC4A/NFAM1/THEMIS2/ITGB2/REG3G/CD36/ITGAM/LCP2/CD14/NOD2/CD4/NCKAP1L/HCK/PTPRC/HLA-DQA1/HLA-DPA1/MARCO/RFTN1/WAS/HLA-DRA/PRKCB/HLA-DPB1/HAVCR2/PDE4B/PRKACB/SLA2/MEF2C/FPR2/BMX/HLA-DRB1/ARRB2/NFATC2/RNF125/ZAP70/CD226/PIK3CD/CD300A/MNDA/CLEC7A/CD209/LY96/ICAM2/MYO1G/HLA-DQA2/FGR/VAV1/LAT2/HSP90B1/TICAM2/RIPK2/DMBT1/GRAP2/GPR32/LTF/CCR7/TREML4/LBP/SMPDL3B",84
"GO:0002576","GO:0002576","platelet degranulation","36/1842","59/4998",0.000128779835858466,0.00161469703861488,0.00123869747572903,"CLEC3B/LEFTY2/FCER1G/VWF/F13A1/SELENOP/CFD/IGF1/A2M/RARRES2/SYK/PECAM1/SRGN/CD36/PLEK/GAS6/VEGFC/ITIH3/TOR4A/FERMT3/KNG1/TMSB4X/SYTL4/PROS1/SERPINA1/HGF/TGFB3/PPBP/CALM1/SCCPDH/TGFB1/MANF/CD63/ITGB3/CTSW/TF",36
"GO:0002704","GO:0002704","negative regulation of leukocyte mediated immunity","17/1842","22/4998",0.000129380047374519,0.00161469703861488,0.00123869747572903,"CR1/C4BPB/FCGR2B/CD84/LILRB1/PTPRC/LGALS9/HAVCR2/ARRB2/CD300A/JAK3/FOXF1/ARG1/BST2/FOXJ1/BCL6/CD96",17
"GO:0016101","GO:0016101","diterpenoid metabolic process","17/1842","22/4998",0.000129380047374519,0.00161469703861488,0.00123869747572903,"ALDH1A1/CYP1A1/RARRES2/AKR1C3/TTR/APOE/AKR1C1/SDC2/BCO2/RDH5/LRP8/SDC1/GPC2/CYP26A1/CYP26C1/DHRS9/APOA2",17
"GO:0032655","GO:0032655","regulation of interleukin-12 production","17/1842","22/4998",0.000129380047374519,0.00161469703861488,0.00123869747572903,"IDO1/SLAMF1/TLR8/TLR2/CMKLR1/LILRB1/IL10/TLR4/CD36/LGALS9/ARRB2/CD40/JAK3/PLCB1/MAPK11/RIPK2/CCR7",17
"GO:0051155","GO:0051155","positive regulation of striated muscle cell differentiation","17/1842","22/4998",0.000129380047374519,0.00161469703861488,0.00123869747572903,"WNT3A/HAMP/MYOD1/ADGRB1/EDN1/IGF1/CD53/MEF2C/ARRB2/NFATC2/EFNB2/TNFSF14/MYOCD/TGFB1/RBM24/RIPOR2/GDF15",17
"GO:0042136","GO:0042136","neurotransmitter biosynthetic process","24/1842","35/4998",0.000132016310205719,0.0016396378612491,0.00125783055970751,"GAD1/DPYD/HBB/KLF2/EDN1/ICAM1/TLR6/IL10/RGN/TLR4/ITGB2/CD36/DBH/AIF1/CD34/NOS1AP/SLC44A4/WDR35/GLA/SLC7A2/ACHE/NOS3/INSR/AGXT2",24
"GO:0034367","GO:0034367","protein-containing complex remodeling","11/1842","12/4998",0.000133107132647529,0.0016396378612491,0.00125783055970751,"LPL/PLA2G7/LIPC/PLA2G5/APOE/PLA2G2A/AGTR1/PLTP/SCARB1/APOA5/APOA2",11
"GO:0034368","GO:0034368","protein-lipid complex remodeling","11/1842","12/4998",0.000133107132647529,0.0016396378612491,0.00125783055970751,"LPL/PLA2G7/LIPC/PLA2G5/APOE/PLA2G2A/AGTR1/PLTP/SCARB1/APOA5/APOA2",11
"GO:0034369","GO:0034369","plasma lipoprotein particle remodeling","11/1842","12/4998",0.000133107132647529,0.0016396378612491,0.00125783055970751,"LPL/PLA2G7/LIPC/PLA2G5/APOE/PLA2G2A/AGTR1/PLTP/SCARB1/APOA5/APOA2",11
"GO:0007610","GO:0007610","behavior","89/1842","177/4998",0.000140307207281503,0.00172273638972823,0.00132157870254933,"SCN1A/HCRTR2/GAD1/IDO1/MUSK/PENK/ARC/GLRB/GRID1/MAPT/PREX2/ABCC8/SCN9A/TLR2/TCF15/MCOLN3/LILRB2/FGF13/HTR2B/GRIK2/SELENOP/HPGDS/PTPRZ1/DDO/GDNF/LRRK2/ATP8A1/KCNAB1/ATXN1/DBH/NTRK2/AFF2/SNCG/ASTN1/APOE/MYO5A/ADCY3/PCDH17/CCL3/CUBN/MEF2C/HRH2/ARRB2/PTGDS/NPHP1/JPH4/APBA1/P2RY1/MMP17/GATM/SRPX2/USP2/PLCB1/HTR1B/APLN/SEZ6L/DACH1/KCNJ10/TMOD2/NRXN3/ASIP/NRXN2/KIRREL3/ADORA2A/PRKCZ/C1QL1/HOXD9/GALR3/CXCL12/HOXD10/JPH3/INSR/SHANK1/HTR1D/ADCY5/MTNR1B/TNR/TACR3/NTF4/LEP/ESPN/ADGRL3/ITGA8/DRD2/ASIC4/TMOD1/GDF15/P2RX2/RELN",89
"GO:0046634","GO:0046634","regulation of alpha-beta T cell activation","26/1842","39/4998",0.000142896942316482,0.00174887419080237,0.00134163003567088,"ZBTB16/CD28/IL18/TNFRSF14/LILRB1/IL12RB1/SYK/CD86/NCKAP1L/PTPRC/LGALS9/NLRP3/SASH3/ZAP70/CD300A/MYB/JAK3/RASAL3/ITPKB/HLX/ADORA2A/PRKCZ/BCL6/RIPK2/EBI3/IL27",26
"GO:2000146","GO:2000146","negative regulation of cell motility","64/1842","120/4998",0.000144526863135491,0.00176313478693264,0.00135256989869566,"BMP5/C5AR2/C5/ABCC8/CCL2/APOD/NAV3/ADTRP/MCTP1/MMP28/ADGRB1/RGCC/NEXMIF/NBL1/IL33/RGN/DPYSL3/MMRN2/ERBB4/TMIGD3/CD200R1/ADORA3/PODN/APOE/AIF1/PRKG1/WAS/SEMA3A/PTGER4/SPRED1/MEF2C/PTPRT/LDLRAD4/ALOX15B/TBXA2R/CD300A/PTPRG/RECK/ARHGAP4/JAG1/IGFBP5/MYOCD/PLCB1/TBX5/MIR483/DCN/STC1/DACH1/ARAP3/BST2/SEMA6D/DLL4/CYP19A1/CD200/CCL28/CALR/CXCL12/TGFB1/CX3CL1/NOV/LIMCH1/RIPOR2/ENG/DRD2",64
"GO:0002705","GO:0002705","positive regulation of leukocyte mediated immunity","30/1842","47/4998",0.000147527942345619,0.00179397760660025,0.00137623063625383,"SLAMF6/HLA-F/CD28/IL18/FCER1G/HLA-B/IL12RB1/HLA-A/MICB/SYK/ITGB2/ITGAM/NOD2/PTPRC/NLRP3/SASH3/CD226/RASGRP1/CADM1/CD40/PTAFR/FCER2/IL18R1/LAG3/ARG1/FGR/VAV1/PRKCZ/TGFB1/C17orf99",30
"GO:0072593","GO:0072593","reactive oxygen species metabolic process","54/1842","98/4998",0.000155729836873975,0.00188766454025515,0.00144810156030449,"CYP1A2/CYP1A1/MAPT/TLR2/ADGRB1/CRP/HBB/KLF2/EDN1/NCF2/ICAM1/TLR6/IL10/SYK/FBLN5/RGN/AKR1C3/TLR4/LRRK2/HBG2/ITGB2/CD36/ITGAM/CYBB/RIPK3/AIF1/CD34/NRROS/SOD3/FPR2/NOS1AP/EPHX2/PDK4/RAC2/AGTR1/PDGFRB/NOXA1/BCO2/WDR35/VAV1/GLA/SLC7A2/TGFB1/NOS3/INSR/CDKN1A/HK2/LEP/AGXT2/PAX2/NCF1/SLC30A10/HBZ/HBE1",54
"GO:0030097","GO:0030097","hemopoiesis","146/1842","313/4998",0.000157221065877491,0.00189736044654162,0.00145553967058446,"CR1/TMEM176A/SLAMF6/ZBTB16/TMEM176B/CD28/FCGR2B/WNT3A/IL18/CTLA4/TLR2/LILRB4/TNFSF9/FCER1G/DHRS2/VNN1/LILRB1/PIK3R6/CBFA2T3/TCIM/LILRB2/DTX1/TNFSF8/KLF2/IL12RB1/PTPRZ1/IL10/SYK/C1QC/KITLG/MMP9/TLR4/NFAM1/CCR9/MFNG/DOCK10/CSF1/CD86/PLEK/CD4/TYROBP/NCKAP1L/PTPRC/GAB3/DOCK2/RIPK3/BCL3/HLA-DOA/GAS6/KCNAB2/FOXC1/SPI1/CD74/LGALS9/DCSTAMP/MAFB/CD34/NRROS/CCL3/EVI2B/TRPM2/PTGER4/PRKCB/LILRB3/ACE/RASGRP4/IFI16/SH2B3/MEF2C/LEF1/NLRP3/NFATC2/NRARP/SASH3/FBN1/ZAP70/GPR183/FLI1/TREM2/RASGRP1/PIK3CD/SIGLEC15/SATB1/BATF2/MYB/BATF/BVES/JAG1/TNRC6C/JAK3/GPR68/IL15/TOX/CEBPE/IKZF1/ITPKB/IL18R1/HLX/FST/NKX2-5/FAM20C/TNFRSF11A/TMEM190/HHEX/DLL4/RUNX2/VAV1/TMEM178A/NOTCH2/HIST1H4I/EPB42/KIRREL3/PRKCZ/FOXJ1/EBP/NFE2/AGPAT5/BCL6/RIPK2/TRIM10/FSTL3/TGFB1/HIST1H4H/HIST1H3G/HIST1H3E/SERPINB12/DNAJB9/HIST1H3A/SNX10/WNT10B/GATA1/LEP/LY6D/IL27/INHBA/LTF/SPTA1/CCR7/ADD2/MT1G/KLF1/INHA/C17orf99/RHAG/RORC/HBZ",146
"GO:0032615","GO:0032615","interleukin-12 production","18/1842","24/4998",0.000157529926373382,0.00189736044654162,0.00145553967058446,"IDO1/SLAMF1/TLR8/TLR2/CMKLR1/LILRB1/IL10/TLR4/CD36/LGALS9/ARRB2/CD40/JAK3/PLCB1/MAPK11/RIPK2/LEP/CCR7",18
"GO:0050433","GO:0050433","regulation of catecholamine secretion","14/1842","17/4998",0.00016045128400633,0.00192035385337545,0.00147317881546573,"ADRA2A/SYT11/GDNF/SYT15/SNCG/SYT3/P2RY12/P2RY1/ADRA2B/HTR1B/ADORA2A/CXCL12/SYT12/DRD2",14
"GO:0050907","GO:0050907","detection of chemical stimulus involved in sensory perception","14/1842","17/4998",0.00016045128400633,0.00192035385337545,0.00147317881546573,"TRPA1/OR7D2/OR10J3/PKD1L3/OR51E2/OR51B4/CST4/PIP/PKD2L1/OR3A1/OR8A1/TAS1R3/OR10A3/OR2T8",14
"GO:0002695","GO:0002695","negative regulation of leukocyte activation","41/1842","70/4998",0.000163743509237212,0.00195359394354083,0.00149867859331642,"IDO1/FCGR2B/CTLA4/CD84/TNFRSF14/LILRB1/CD300LF/LILRB2/DTX1/IL10/MILR1/CD86/TNFAIP8L2/PTPRC/CD74/LGALS9/GPER1/HAVCR2/SLA2/LST1/SAMSN1/NRARP/PDE5A/CD300A/MNDA/JAK3/LAG3/HLX/FOXF1/ARG1/GPNMB/CD200/ADORA2A/FOXJ1/BCL6/TSPAN32/TGFB1/CX3CL1/RIPOR2/INHBA/INHA",41
"GO:0051271","GO:0051271","negative regulation of cellular component movement","70/1842","134/4998",0.000166719053491833,0.00198285921300317,0.00152112913019276,"BMP5/WNT3A/C5AR2/C5/ABCC8/CCL2/APOD/NAV3/ADTRP/MCTP1/MMP28/ADGRB1/RGCC/NEXMIF/NBL1/IL33/RGN/DPYSL3/MMRN2/ERBB4/TMIGD3/CD200R1/ADORA3/SEMA3C/PODN/APOE/AIF1/PTPRO/PRKG1/WAS/SEMA6B/SEMA3A/PTGER4/SPRED1/MEF2C/PTPRT/LDLRAD4/SEMA3E/ALOX15B/TBXA2R/CD300A/SEMA3G/PTPRG/RECK/ARHGAP4/JAG1/IGFBP5/MYOCD/PLCB1/TBX5/MIR483/DCN/STC1/DACH1/ARAP3/BST2/SEMA6D/DLL4/CYP19A1/CD200/CCL28/CALR/CXCL12/TGFB1/CX3CL1/NOV/LIMCH1/RIPOR2/ENG/DRD2",70
"GO:0071219","GO:0071219","cellular response to molecule of bacterial origin","53/1842","96/4998",0.000167277601021841,0.00198328505711521,0.00152145581192563,"FCGR2B/IL18/CCL2/HAMP/TLR2/LILRB1/LILRB2/CXCL1/TLR1/ICAM1/PF4V1/TLR6/CTSG/LY86/IL10/TLR4/CD36/CD86/CD14/NOD2/HCK/CD180/CCL3/CASP1/HAVCR2/PDE4B/BMP6/MRC1/MEF2C/NLRP3/TREM2/TBXA2R/PLSCR4/CD40/PTAFR/PPBP/CEBPE/LY96/ARG1/CCR5/TICAM2/RIPK2/SCARB1/TGFB1/NOS3/CX3CL1/LCN2/CCL5/NUGGC/TFPI/LTF/CARD17/LBP",53
"GO:0030336","GO:0030336","negative regulation of cell migration","62/1842","116/4998",0.000168748414522397,0.00199449060653575,0.00153005202870775,"BMP5/C5AR2/C5/ABCC8/CCL2/APOD/NAV3/ADTRP/MCTP1/MMP28/ADGRB1/RGCC/NEXMIF/NBL1/IL33/DPYSL3/MMRN2/ERBB4/TMIGD3/CD200R1/ADORA3/PODN/APOE/AIF1/PRKG1/SEMA3A/PTGER4/SPRED1/MEF2C/PTPRT/LDLRAD4/ALOX15B/TBXA2R/CD300A/PTPRG/RECK/ARHGAP4/JAG1/IGFBP5/MYOCD/PLCB1/TBX5/MIR483/DCN/STC1/DACH1/ARAP3/BST2/SEMA6D/DLL4/CYP19A1/CD200/CCL28/CALR/CXCL12/TGFB1/CX3CL1/NOV/LIMCH1/RIPOR2/ENG/DRD2",62
"GO:0030198","GO:0030198","extracellular matrix organization","73/1842","141/4998",0.000175428845419923,0.00206700943951301,0.00158568407187345,"ELN/MYH11/MMP1/ABI3BP/PDPN/ITGAD/WNT3A/TCF15/ADTRP/SERPINB5/ADAMTS2/VWF/RGCC/ICAM1/A2M/CTSG/CTSS/ECM2/FBLN5/MMP9/PECAM1/COMP/SPP1/ITGB2/ITGAM/CD44/TTR/TNXB/COL4A3/COL5A3/JAM2/BCL3/GAS6/FOXC1/NDNF/CCDC80/ANTXR1/LAMB3/TLL1/FBN1/COL4A4/LAMA2/ITGAX/MMP7/LAMC3/ITGAL/RECK/AEBP1/VTN/ITGA9/ADAMTS5/RAMP2/PHLDB1/DCN/FOXF1/ICAM2/FOXF2/SMOC2/ADAMTS14/COL11A1/HTRA1/ERO1A/MATN4/TGFB1/COL9A1/ITGB3/TNR/COL23A1/ENG/MPZL3/LOX/ITGA8/LAMA1",73
"GO:0006809","GO:0006809","nitric oxide biosynthetic process","19/1842","26/4998",0.000183033068620861,0.00214993022398621,0.00164929586031181,"HBB/KLF2/EDN1/ICAM1/TLR6/IL10/RGN/TLR4/ITGB2/CD36/AIF1/CD34/NOS1AP/WDR35/GLA/SLC7A2/NOS3/INSR/AGXT2",19
"GO:0098542","GO:0098542","defense response to other organism","78/1842","153/4998",0.000204186398130264,0.0023909975139081,0.00183422804038395,"STAB2/MPEG1/TLR8/TNFRSF14/HAMP/TLR2/C5AR1/FCER1G/TLR7/LILRB1/ADGRB1/IFIT1B/CRP/TNFSF8/IL12RB1/TLR6/IL33/CTSG/IL10/RARRES2/IL22RA1/SYT11/MICB/SYK/TLR4/RNASE6/REG3G/CD36/NOD2/CD4/CAMP/PTPRC/BCL3/LYZ/IFITM2/SIGLEC11/PLA2G2A/PRG2/NLRP1/HAVCR2/ABCC9/IFI16/PRF1/NLRP3/CGAS/AIM2/RNF125/STAB1/MMP7/FAM111A/TMEM173/FCN3/BATF2/BATF/CLEC7A/CD40/AGBL4/SLFN11/PPBP/IL15/CEBPE/ADAMTS5/ARG1/FGR/BST2/HIST1H2BK/DNAJC3/HTRA1/RIPK2/HIST1H2BG/TSPAN32/TGFB1/DMBT1/IL27/LTF/HIST1H2BF/NLRP10/LBP",78
"GO:0046209","GO:0046209","nitric oxide metabolic process","20/1842","28/4998",0.000205239283515125,0.00239593182048119,0.00183801334062938,"TLR2/HBB/KLF2/EDN1/ICAM1/TLR6/IL10/RGN/TLR4/ITGB2/CD36/AIF1/CD34/NOS1AP/WDR35/GLA/SLC7A2/NOS3/INSR/AGXT2",20
"GO:0045580","GO:0045580","regulation of T cell differentiation","36/1842","60/4998",0.00020892269757946,0.0024314500448358,0.00186526076463419,"CR1/ZBTB16/CD28/IL18/CTLA4/LILRB4/TNFSF9/VNN1/PIK3R6/LILRB2/DTX1/IL12RB1/SYK/CD86/NCKAP1L/PTPRC/HLA-DOA/CD74/LGALS9/NLRP3/NFATC2/NRARP/SASH3/ZAP70/RASGRP1/MYB/JAK3/IL15/ITPKB/HLX/PRKCZ/FOXJ1/BCL6/RIPK2/TGFB1/IL27",36
"GO:0035295","GO:0035295","tube development","180/1842","398/4998",0.000218545429068263,0.00253566164490822,0.00194520557339046,"FGF10/ASB4/CYP1A2/RAMP3/FGF7/TMEM100/STAB2/PDPN/CYP1A1/PROM1/CCL8/BMP5/HSD11B1/WNT3A/IL18/PDE3B/C5/ABCC8/PTPRB/CCL2/APOD/C5AR1/EDA/ADTRP/NRCAM/ADAMTS2/PIK3R6/ADGRB1/PIK3CG/C3AR1/APOLD1/KLF2/RGCC/EDN1/FGFBP1/IL10/RARRES2/SYK/GDNF/HEY2/NFIB/HYAL1/TNNI3/FOXD1/PECAM1/RYR2/TCF21/MMRN2/WNT2/ITGB2/CSF1/ATXN1/COL4A3/AREG/ADGRB2/SOX18/NTRK2/BMPER/CYBB/SEMA3C/FOXC1/NDNF/APOE/SPI1/VEGFC/ROBO4/HEYL/CD34/PRKCB/SHROOM3/CHI3L1/PRKACB/SPRED1/GJC1/MEF2C/LEF1/HRH2/GPR4/SPRY1/HIF3A/SEMA3E/ENPP2/NRARP/EFNB2/COL4A4/RSPO3/GBX2/GDF7/STAB1/KLHL3/TBXA2R/AARD/ZEB2/NFIA/HGF/LRP6/RASIP1/TGFB3/RECK/TBX2/CD40/JAG1/APLNR/EGFL7/SRPX2/IGFBP5/AGTR1/MYOCD/TNFSF12/PDGFRB/TBX5/MIR483/PGR/RARB/RAMP2/APLN/EDNRA/PIK3R3/HLX/DCN/NKX2-5/FOXF1/TBX4/FOXF2/SMOC2/HHEX/PDGFC/ARG1/PRICKLE1/RHOJ/ANGPTL6/ADGRA2/F3/PTK6/DLL4/NOTCH3/GATA4/NRP2/GPNMB/HOXD11/EYA1/MIR23A/FOXJ1/FLT1/FSTL3/MAN1A2/LRG1/ESM1/MYO18B/TGFB1/MYDGF/TGM2/NOS3/NPPB/TDGF1/TRIM71/CX3CL1/SDC1/ITGB3/BASP1/CDKN1A/NOV/TERT/HK2/EREG/COL23A1/LEP/ENG/WNK4/CCBE1/LOX/PAX2/SIX1/EPCAM/LAMA1/CDH2/ANG/SPDEF/HAND1/HMGA2",180
"GO:0006940","GO:0006940","regulation of smooth muscle contraction","15/1842","19/4998",0.000219318652811799,0.00253687490478039,0.00194613631265926,"SPX/ADRA2A/EDN1/TNNI3/PRKG1/GPER1/GUCY1A1/TBXA2R/PTAFR/ADRA2B/MYOCD/ADRA1B/DOCK4/ADRB2/TACR3",15
"GO:0050710","GO:0050710","negative regulation of cytokine secretion","21/1842","30/4998",0.000223849255681761,0.00258141056552159,0.00198030136605366,"TLR8/FCGR2B/C5AR2/LILRB1/RGCC/TLR6/IL10/SYT11/SRGN/CD200R1/GAS6/CD34/PTGER4/NLRP3/TMSB4X/IL1R2/CD200/CIDEA/CX3CL1/CARD17/APOA2",21
"GO:0007193","GO:0007193","adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway","22/1842","32/4998",0.000238815514392244,0.00274565473213386,0.00210629951290129,"HTR1F/ADCY2/PDE2A/GNAL/ADRA2A/EDN1/RGS1/LPAR1/MARCO/ADCY3/FPR2/ADCY4/P2RY12/P2RY1/OXER1/GABBR1/HTR1B/EDNRA/CHRM4/HTR1D/ADCY5/DRD2",22
"GO:0019835","GO:0019835","cytolysis","12/1842","14/4998",0.000244578814318248,0.0027782395853995,0.00213129663280793,"C5/LILRB1/C7/MICB/REG3G/CFHR1/LYZ/PRF1/APOL1/C8G/PAX2/LBP",12
"GO:0031640","GO:0031640","killing of cells of other organism","12/1842","14/4998",0.000244578814318248,0.0027782395853995,0.00213129663280793,"CCL13/HAMP/CTSG/REG3G/CAMP/LYZ/PRF1/APOL1/FCER2/ARG1/HIST1H2BK/LTF",12
"GO:0044364","GO:0044364","disruption of cells of other organism","12/1842","14/4998",0.000244578814318248,0.0027782395853995,0.00213129663280793,"CCL13/HAMP/CTSG/REG3G/CAMP/LYZ/PRF1/APOL1/FCER2/ARG1/HIST1H2BK/LTF",12
"GO:0050716","GO:0050716","positive regulation of interleukin-1 secretion","12/1842","14/4998",0.000244578814318248,0.0027782395853995,0.00213129663280793,"TLR8/TLR4/NOD2/LGALS9/CCL3/CASP1/NLRP1/NLRP3/AIM2/SAA1/RIPK2/NLRP10",12
